review_id,review_rating,review_sentences,label
4LbWuFSI-kgMM82bPrq3Fw,1,They said 25 to 30 minutes.,
4LbWuFSI-kgMM82bPrq3Fw,1,No problem.,
4LbWuFSI-kgMM82bPrq3Fw,1,I got there 28 minutes after placing the order.,
4LbWuFSI-kgMM82bPrq3Fw,1,There are only 4 cars in the parking lot.,
4LbWuFSI-kgMM82bPrq3Fw,1,I am one of two cars waiting for pickup.,
4LbWuFSI-kgMM82bPrq3Fw,1,A guy came out and took my money but the food is not ready yet.,
4LbWuFSI-kgMM82bPrq3Fw,1,A little while he said. ...,
4LbWuFSI-kgMM82bPrq3Fw,1,It's now been a 35 minutes of sitting in the parking lot and still no food.,Negative
4LbWuFSI-kgMM82bPrq3Fw,1,It is hard to imagine there is a valid reason for this.,Neutral
4LbWuFSI-kgMM82bPrq3Fw,1,We stopped dining in when the salad bar closed.,Somewhat negative
4LbWuFSI-kgMM82bPrq3Fw,1,There's not a chance we'll order take out here again.,Negative
4LbWuFSI-kgMM82bPrq3Fw,1,Update 40 minute total wait in parking lot.,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,If I could give zero stars I would.,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,Do not go here!,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,Horrible in so many ways!,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,Visited on a quiet Tuesday night.,Neutral
hCfgWPMbh5ypKOUCgi8hCw,1,My friend waited in entrance for ten minutes waiting to be seated.,Neutral
hCfgWPMbh5ypKOUCgi8hCw,1,No staff to be seen.,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,She had to go to the bar and ask someone to seat us.,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,Ordered our dinner.,Neutral
hCfgWPMbh5ypKOUCgi8hCw,1,My daughter asked for a side of mashed potatoes it was gross but the smallest portion then charged us $3.99!,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,My daughters friend ordered artichoke dip with endless tortilla chips.,Neutral
hCfgWPMbh5ypKOUCgi8hCw,1,Ran out of chips so asked for more.,Neutral
hCfgWPMbh5ypKOUCgi8hCw,1,Literally ten minutes later the waitress came out with a super small bowl that literally had five chips in it?,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,Was this a joke?,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,Not funny!,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,Skimpy and that's just ridiculous!,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,My friend ordered a glass of wine.,Neutral
hCfgWPMbh5ypKOUCgi8hCw,1,She received before meal but it was bad so she went to the bartender and asked for a new glass.,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,Bartender said they would bring to table.,Neutral
hCfgWPMbh5ypKOUCgi8hCw,1,Wine never showed.,Negative
hCfgWPMbh5ypKOUCgi8hCw,1,So after our meal was done she told waitress never mind on the wine.,
hCfgWPMbh5ypKOUCgi8hCw,1,She had no clue?,
hCfgWPMbh5ypKOUCgi8hCw,1,Then they charged her for the wine when we got the bill?,
hCfgWPMbh5ypKOUCgi8hCw,1,Had to ask to take it off.,
hCfgWPMbh5ypKOUCgi8hCw,1,My meal was a quesadilla.,
hCfgWPMbh5ypKOUCgi8hCw,1,Got home within an hour and food poisoning!,
hCfgWPMbh5ypKOUCgi8hCw,1,So sick!,
hCfgWPMbh5ypKOUCgi8hCw,1,This place needs undercover Boss to come in and help them in so many ways!,
hCfgWPMbh5ypKOUCgi8hCw,1,I will never go to a BurgerPalace again.,
hCfgWPMbh5ypKOUCgi8hCw,1,Absolutely nothing good to say.,
hCfgWPMbh5ypKOUCgi8hCw,1,Keep on driving by and go to any other place but this!,
vIF6IToLEb1MliVHyHSypQ,1,My family and I came in on a Monday evening.,Neutral
vIF6IToLEb1MliVHyHSypQ,1,There were 6 of us and we were the only customers in the restaurant.,Somewhat negative
vIF6IToLEb1MliVHyHSypQ,1,It took about 20 minutes for us to get some water and about an additional 20 minutes to get our alcoholic beverages.,Somewhat negative
vIF6IToLEb1MliVHyHSypQ,1,The salad was soggy and the bowl was filled with brown water.,Negative
vIF6IToLEb1MliVHyHSypQ,1,The tilapia was extremely fishy we had to send it back.,Negative
vIF6IToLEb1MliVHyHSypQ,1,The service was extremely slow.,Negative
vIF6IToLEb1MliVHyHSypQ,1,We will not be coming back to this establishment.,Negative
sLCLgiWDMgKC25LHCLqlSg,2,This actually used to be one of our favorite places to go for a good and inexpensive meal.,Somewhat positive
sLCLgiWDMgKC25LHCLqlSg,2,The salad bar alone drew us back again and again for a fresh and healthy meal.,Positive
sLCLgiWDMgKC25LHCLqlSg,2,This place has gone totally downhill.,Negative
sLCLgiWDMgKC25LHCLqlSg,2,"Repeatedly our favorite the garden bar has been poorly stocked, not fresh, missing items, and a complete untidy mess.",Negative
sLCLgiWDMgKC25LHCLqlSg,2,Tonight we stopped in for a couple of burgers.,Negative
sLCLgiWDMgKC25LHCLqlSg,2,"The restaurant was uncrowded, but we sat there for over half an hour after putting in our order until our meals finally arrived, and when they did the fries were cold.",Negative
sLCLgiWDMgKC25LHCLqlSg,2,"Our waitress did get us a new plate of fries (and they were excellent, hot and fresh).",Somewhat positive
sLCLgiWDMgKC25LHCLqlSg,2,"At no point did she or anyone else inform us while waiting that there was a delay, apologize for the delay, ask how the rest of the meal was, or apologize about the cold fries.",Negative
sLCLgiWDMgKC25LHCLqlSg,2,"Back in ancient history when we enjoyed eating here, if there was a problem we'd see a manager come up and express concern, even offer some compensation such as a complimentary desert, but a manager was nowhere to be seen tonight.",Somewhat negative
sLCLgiWDMgKC25LHCLqlSg,2,"And that, likely, is the root of the problem.",Somewhat negative
sLCLgiWDMgKC25LHCLqlSg,2,"Either no one is watching the store, or they just don't care.",Somewhat negative
sLCLgiWDMgKC25LHCLqlSg,2,It shows.,Negative
1GXfM3UcEs8OneG1lf4MlA,1,Does not even deserve a one star.,Negative
1GXfM3UcEs8OneG1lf4MlA,1,Service was horrible salad bar was disgusting the tea looked like beer.,Negative
1GXfM3UcEs8OneG1lf4MlA,1,We just walked out.,Negative
1GXfM3UcEs8OneG1lf4MlA,1,Ironic thing was another couple walked out as well at the same time.,Negative
1GXfM3UcEs8OneG1lf4MlA,1,It would be different if the employees actually cared and we're trying to fix the salad bar or wait on us but we had been there for a long time before we ever even got asked what we wanted to drink.,Negative
1GXfM3UcEs8OneG1lf4MlA,1,Management was horrible!,Negative
1GXfM3UcEs8OneG1lf4MlA,1,They were not busy and didn't appear to be understaffed due to the employees standing around just talking.,Negative
_D3Yvrjlpajt8eUZQ_RgWw,4,Stopped here on our way home from vacation and was not disappointed.,Positive
_D3Yvrjlpajt8eUZQ_RgWw,4,We were greeted and seated right away.,Positive
_D3Yvrjlpajt8eUZQ_RgWw,4,Our waitress was friendly and took care of us throughout our time there.,Positive
_D3Yvrjlpajt8eUZQ_RgWw,4,One thing I want to mention that I found very nice is that since there's currently a shortage on feminine products they were kind enough to supply them in the stalls of the women's bathroom.,Positive
_D3Yvrjlpajt8eUZQ_RgWw,4,It's the first time I've seen this and was pleasantly surprised.,Positive
_D3Yvrjlpajt8eUZQ_RgWw,4,I ordered the sampler for lunch and enjoyed it.,Positive
_D3Yvrjlpajt8eUZQ_RgWw,4,The plates all came out hot and very tasty.,Positive
_D3Yvrjlpajt8eUZQ_RgWw,4,If you like American food you can't go wrong with this place.,Positive
w8IkjL6Y6WMoZXsMhIy0vQ,1,Called ahead for a party of 8.,
w8IkjL6Y6WMoZXsMhIy0vQ,1,No problem.,
w8IkjL6Y6WMoZXsMhIy0vQ,1,Arrived to a mostly empty house.,
w8IkjL6Y6WMoZXsMhIy0vQ,1,We left after an hour when our meals were not delivered and my drink had been empty for 25 mins.,
e3oGMnICb5pLZpGdegFpXA,4,They serve us in the very best way every Tuesday.,
e3oGMnICb5pLZpGdegFpXA,4,They are very special people....,
e3oGMnICb5pLZpGdegFpXA,4,Food is fine!,Somewhat Positive
e3oGMnICb5pLZpGdegFpXA,4,I like burgers and salad!,Positive
pqOv8LapJe_0pU1G18_A1Q,1,I usually don't complain but my experience here was awful.,Somewhat Negative
pqOv8LapJe_0pU1G18_A1Q,1,"We got our appetizer before our drinks, the waitress kept disappearing, she would say that she's going to refill our drinks and then disappear for upwards of ten minutes and then serve the tables next to us then refill our drinks, my wife asked for A-1 sauce and was given an empty bottle",Negative
pqOv8LapJe_0pU1G18_A1Q,1,", when we were done the table next to us asked for A-1 so the waitress came to our table and said I'm taking this, my wife replied that it was empty when she got it, we waited about 20 minutes to get our bill after we were done, all in all it took about an hour and a half to complete our dinner.",Negative
pqOv8LapJe_0pU1G18_A1Q,1,I received this comment below so I sent 3 emails per their instructions and it's been days and haven't heard anything.,Negative
pqOv8LapJe_0pU1G18_A1Q,1,"Update, I sent the email to the address they provided below and it's been a week with no response so maybe they just post this to make themselves look redeemed with no actual follow through??",Negative
BZyxkWGOvR-mRVHywlkpoA,4,Besides a longer wait than I would of liked I understand there is a major staff shortage basically everywhere across the country.,Somewhat Negative
BZyxkWGOvR-mRVHywlkpoA,4,"The food was good, they took good precautions to keep things clean and sanitary, and despite the wait the staff was friendly and courteous.",Somewhat Positive
P3gQXqXJPIrbDoGQCcqghQ,1,Such a poor experience.,Negative
P3gQXqXJPIrbDoGQCcqghQ,1,"Asked for Burger, no onion-Yup had onion.",Negative
P3gQXqXJPIrbDoGQCcqghQ,1,"Ordered a loaded bake potato-served french friesSmall item, asked for lemon with my water, no lemon (",Somewhat Negative
P3gQXqXJPIrbDoGQCcqghQ,1,no biggie).Just,
P3gQXqXJPIrbDoGQCcqghQ,1,"because, I requested the one dollar for the ""loaded"" part of the baked potato to be removed.",
P3gQXqXJPIrbDoGQCcqghQ,1,A manager was required to delete the dollar.,
P3gQXqXJPIrbDoGQCcqghQ,1,"He came over...so I showed him the Onion, Fries and water without.",Somewhat Negative
P3gQXqXJPIrbDoGQCcqghQ,1,His reply was a judging laugh.,Somewhat Negative
P3gQXqXJPIrbDoGQCcqghQ,1,Ruby Tuesday management-you have work to do.,Negative
P3gQXqXJPIrbDoGQCcqghQ,1,My suggestion-go to the Sheetz across the street!,Negative
nBUMyWkFdEVVdPH5tjGnRg,4,This is certainly one of the better BurgerPalace the salad bar was really well maintained with many choices that were fresh.,
nBUMyWkFdEVVdPH5tjGnRg,4,We both had a steak special which was cooked correctly and had a nice flavor.,
nBUMyWkFdEVVdPH5tjGnRg,4,Our server was outstanding.,Positive
wqDZMcThiwUrJCnIs3vYKg,4,Due to Covid 19 this location had just opened when we were there.,
wqDZMcThiwUrJCnIs3vYKg,4,It was almost 2 hours to get seated and food.,
wqDZMcThiwUrJCnIs3vYKg,4,That said they are trying so hard.,Somewhat Positive
wqDZMcThiwUrJCnIs3vYKg,4,Be patient.,Somewhat Positive
wqDZMcThiwUrJCnIs3vYKg,4,The staff was very friendly and tried hard to accommodate!,Positive
wqDZMcThiwUrJCnIs3vYKg,4,The manager was hustling and went to every table to see how they were.,Somewhat Positive
wqDZMcThiwUrJCnIs3vYKg,4,"To me any negative comments would be due to circumstances beyond their control, so I have none.",Somewhat Negative
Syo3joC0zQ94tazngZcCwg,4,We ordered Hickory Bourbon Salmon and it was very good and tender.,Positive
Syo3joC0zQ94tazngZcCwg,4,It was a pick up order and everything was according to our instructions.,Positive
No7RENe66pcXWKXdq4_R3A,3,The food was good but we ordered online and the website said it would be ready in 15 minutes and it was 45 minutes before we got it (we picked it ip).,
No7RENe66pcXWKXdq4_R3A,3,"Also, the kids' meals come with a drink which the website makes you chose (it doesn't let you continue until you chose something) and we didn't get them.",
LMXhzEWP3eqJVTqkzJtH9A,5,"I have gluten-intolerance, did not expect anything more than a salad when going there by myself due to a flight overnight delay.",
LMXhzEWP3eqJVTqkzJtH9A,5,"It was a surprise that staff, Dana, has very good knowledge about gluten-intolerance.",
LMXhzEWP3eqJVTqkzJtH9A,5,"She let me know that they have a gluten-free menu online, and sat down with me helped me craft a burger, no bun+garden salad.",
LMXhzEWP3eqJVTqkzJtH9A,5,"On top of it, she made sure the burger would be grilled separately on new foil.",
LMXhzEWP3eqJVTqkzJtH9A,5,This is the first safe burger after I went complete gluten-free.,Somewhat Positive
LMXhzEWP3eqJVTqkzJtH9A,5,Of course I loved it!,Positive
LMXhzEWP3eqJVTqkzJtH9A,5,Really appreciate Dana and the chef's help :),Positive
skzogvbpti5FSNsJ4Tanfg,4,"Food was good, waiter was friendly, everything came out at a decent time, only complaint was my burger was slightly undercooked for my liking, yet was still very tastyEdit: cookie skillet is the best dessert i have ever had",Somewhat Negative
vr-HDwRltiddgGf26djH7g,4,The hickory bourbon salmon is amazing and the service is top notch.,Positive
vr-HDwRltiddgGf26djH7g,4,Ask to sit in Thomas' section.,Positive
vr-HDwRltiddgGf26djH7g,4,He goes above and beyond.,Positive
3cauiAM4gWgdXb8lgVIkYw,5,Went for lunch with my daughter and grandson.,Neutral
3cauiAM4gWgdXb8lgVIkYw,5,The food was great and wonderful server named Erin,Positive
EDv3EgkZN_pLNDMsw0_9kQ,2,Where do I begin?,Neutral
EDv3EgkZN_pLNDMsw0_9kQ,2,"It's a Saturday night, we walk into the restaurant and we aren't even acknowledged for about 4-5 minutes.",
EDv3EgkZN_pLNDMsw0_9kQ,2,They were not busy at all surprisingly.,
EDv3EgkZN_pLNDMsw0_9kQ,2,"When we asked if we could have a table for two the person seating us said ""yeah"".",
EDv3EgkZN_pLNDMsw0_9kQ,2,She then walks us to a dirty table (mind you there were tons of clean tables) that has one chair.,
EDv3EgkZN_pLNDMsw0_9kQ,2,"She says ""hold on while I get you a chair, oh and I'll have to wipe the table."" We asked if we could just have one of the clean tables.",
EDv3EgkZN_pLNDMsw0_9kQ,2,She seemed surprised but she did let of have a booth.,
EDv3EgkZN_pLNDMsw0_9kQ,2,,
