,review_id,review_sentences,predicted_sentiment
77,P2vwgdFSB8EFUAOOBBj_dQ,The bathroom was even clean which I was really surprised by!!,positive
78,P2vwgdFSB8EFUAOOBBj_dQ,I will say the salad bar is definitely not worth $15 though.,negative
79,P2vwgdFSB8EFUAOOBBj_dQ,"I suggest ordering a meal and adding the salad bar to it, and you can just take your meal home with you.",negative
80,P2vwgdFSB8EFUAOOBBj_dQ,It actually can be cheaper and you get more for your money.,positive
81,P2vwgdFSB8EFUAOOBBj_dQ,I will be back for sure!!,positive
82,a05LFqlf_hojMUVgwkg0GQ,It's getting horrible to find a nice decent Restaurant here in Middletown NY,negative
83,a05LFqlf_hojMUVgwkg0GQ,My oldest son wanted to know where I wanted To go for Mother's Day todayI told him BurgerPalace,negative
84,a05LFqlf_hojMUVgwkg0GQ,Well - it was just horrible !,negative
85,a05LFqlf_hojMUVgwkg0GQ,Look it's not About the price !,negative
86,a05LFqlf_hojMUVgwkg0GQ,It's all about what they offer & service !,negative
87,a05LFqlf_hojMUVgwkg0GQ,About 2-3 years ago they had this great Offer on this day The entire dinner & including desert For a low price !,positive
88,a05LFqlf_hojMUVgwkg0GQ,It was awesome !,positive
89,a05LFqlf_hojMUVgwkg0GQ, The girl got my drink order Wrong !  When she did finally come backTo check I told her !,negative
90,a05LFqlf_hojMUVgwkg0GQ,"She was going to fix it, I told her don't Bother !",negative
91,a05LFqlf_hojMUVgwkg0GQ,They were putting dirty salad plates out On the salad bar !,negative
92,a05LFqlf_hojMUVgwkg0GQ,Who does this I ask you ???,negative
93,a05LFqlf_hojMUVgwkg0GQ,I won't be coming back here !,negative
94,a05LFqlf_hojMUVgwkg0GQ,Next year I try another place !,positive
95,a05LFqlf_hojMUVgwkg0GQ,If not I'll cook at home !,negative
96,a05LFqlf_hojMUVgwkg0GQ,I'll probably beBetter off !!!  ,positive
97,a05LFqlf_hojMUVgwkg0GQ,I left a tip -she didn't get what she was supposed To get !  ,negative
98,a05LFqlf_hojMUVgwkg0GQ,She didn't deserve it !!,negative
99,3h2L6uxUjK3sJr94B_-Scw,Service was less than good and the sandwiches we ordered came out warmish.,negative
100,3h2L6uxUjK3sJr94B_-Scw,We wanted dessert but she just came out straight with the check without asking smh.,negative
101,3h2L6uxUjK3sJr94B_-Scw,Dont go here unless you're old af cause servers here apparently dont like customers that are under 30 years for whatever reason.,negative
102,3h2L6uxUjK3sJr94B_-Scw,The server's name was kristi by the way,negative
103,_O-m9ZSxSLa5ze0ZG4IAjw,I have always liked eating at BurgerPalace but I was a bit disappointed w/the blackened fish sandwich.,negative
104,_O-m9ZSxSLa5ze0ZG4IAjw,It tasted a bit on the frozen side.,negative
105,_O-m9ZSxSLa5ze0ZG4IAjw,I will definitely come by again but will stay away from the fish.,positive
106,Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five times incorrectly there's a problem.,negative
107,Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,negative
108,Mw0zi8GjswSQQsiI-m2bTQ,I was fortunate enough to meet the owner of this establishment a few years ago I don't think he owns it anymore because it has taken such a dive.,negative
109,Mw0zi8GjswSQQsiI-m2bTQ,Everything was awful even the lemonade.,negative
110,Mw0zi8GjswSQQsiI-m2bTQ,No manager came over to apologize.,negative
111,Mw0zi8GjswSQQsiI-m2bTQ,And I almost forgot the flies.,negative
112,nZ2TxmQzbnutfEtMGx5UOA,I went in requestong a table for 2 and they told me they had stopped seating at 8:30 so I ordered to go food then while waiting for my food a family of 6 came in and they seated them immediately.,negative
113,nZ2TxmQzbnutfEtMGx5UOA, What kind of racist B.S. is this???,negative
114,nZ2TxmQzbnutfEtMGx5UOA, I'm Latina and the family was white.,negative
115,nZ2TxmQzbnutfEtMGx5UOA,NEVER AGAIN!!!!  KEEP YOUR FAMILY AWAY FROM THEM.,negative
116,zHkHOnEGKN3mg7LOCUu9jw,"Ordered a cobb salad take-out, and a coworker picked it up.",positive
117,zHkHOnEGKN3mg7LOCUu9jw,"  It came with no egg, and it was all crappy iceberg lettuce.",negative
118,zHkHOnEGKN3mg7LOCUu9jw," Dressing was so thinned out, it was like pouring milk onto the salad.",negative
119,zHkHOnEGKN3mg7LOCUu9jw," For $12.99, I expected better.",negative
120,zHkHOnEGKN3mg7LOCUu9jw, Won't be back.,negative
121,xTy_AzXy-6veQ4H1YaAKpQ,Skip the turkey burger.,negative
122,xTy_AzXy-6veQ4H1YaAKpQ,Definitely came from a box.,negative
123,xTy_AzXy-6veQ4H1YaAKpQ,Unidentifiable as turkey or a burger.,negative
124,xTy_AzXy-6veQ4H1YaAKpQ,Service was ok.,positive
125,K5OdZqTTovq5FDpJ2hHkaw,"Unfortunately this restaurant closed in November, 2020.",negative
126,K5OdZqTTovq5FDpJ2hHkaw,The only remaining BurgerPalace in Massachusetts is the Wrentham location.,negative
127,4LbWuFSI-kgMM82bPrq3Fw,BurgerPalace on a Sunday evening.,negative
128,4LbWuFSI-kgMM82bPrq3Fw,At 5.20 we called in an order for take out.,negative
129,4LbWuFSI-kgMM82bPrq3Fw,They said 25 to 30 minutes.,negative
130,4LbWuFSI-kgMM82bPrq3Fw,No problem.,positive
131,4LbWuFSI-kgMM82bPrq3Fw,I got there 28 minutes after placing the order.,negative
132,4LbWuFSI-kgMM82bPrq3Fw,There are only 4 cars in the parking lot.,negative
133,4LbWuFSI-kgMM82bPrq3Fw,I am one of two cars waiting for pickup.,negative
134,4LbWuFSI-kgMM82bPrq3Fw,A guy came out and took my money but the food is not ready yet.,negative
135,4LbWuFSI-kgMM82bPrq3Fw,A little while he said. ...,negative
136,4LbWuFSI-kgMM82bPrq3Fw,It's now been a 35 minutes of sitting in the parking lot and still no food.,negative
137,4LbWuFSI-kgMM82bPrq3Fw,It is hard to imagine there is a valid reason for this.,negative
138,4LbWuFSI-kgMM82bPrq3Fw,We stopped dining in when the salad bar closed.,negative
139,4LbWuFSI-kgMM82bPrq3Fw,There's not a chance we'll order take out here again.,negative
140,4LbWuFSI-kgMM82bPrq3Fw,Update 40 minute total wait in parking lot.,negative
141,hCfgWPMbh5ypKOUCgi8hCw,If I could give zero stars I would.,negative
142,hCfgWPMbh5ypKOUCgi8hCw,Do not go here!,negative
143,hCfgWPMbh5ypKOUCgi8hCw,Horrible in so many ways!,negative
144,hCfgWPMbh5ypKOUCgi8hCw,Visited on a quiet Tuesday night.,negative
145,hCfgWPMbh5ypKOUCgi8hCw,My friend waited in entrance for ten minutes waiting to be seated.,negative
146,hCfgWPMbh5ypKOUCgi8hCw,No staff to be seen.,negative
147,hCfgWPMbh5ypKOUCgi8hCw,She had to go to the bar and ask someone to seat us.,negative
148,hCfgWPMbh5ypKOUCgi8hCw,Ordered our dinner.,negative
149,hCfgWPMbh5ypKOUCgi8hCw,My daughter asked for a side of mashed potatoes it was gross but the smallest portion then charged us $3.99!,negative
150,hCfgWPMbh5ypKOUCgi8hCw,My daughters friend ordered artichoke dip with endless tortilla chips.,negative
151,hCfgWPMbh5ypKOUCgi8hCw,Ran out of chips so asked for more.,negative
152,hCfgWPMbh5ypKOUCgi8hCw,Literally ten minutes later the waitress came out with a super small bowl that literally had five chips in it?,negative
153,hCfgWPMbh5ypKOUCgi8hCw,Was this a joke?,negative
154,hCfgWPMbh5ypKOUCgi8hCw,Not funny!,negative
155,hCfgWPMbh5ypKOUCgi8hCw,Skimpy and that's just ridiculous!,negative
156,hCfgWPMbh5ypKOUCgi8hCw,My friend ordered a glass of wine.,negative
157,hCfgWPMbh5ypKOUCgi8hCw,She received before meal but it was bad so she went to the bartender and asked for a new glass.,negative
158,hCfgWPMbh5ypKOUCgi8hCw,Bartender said they would bring to table.,negative
159,hCfgWPMbh5ypKOUCgi8hCw,Wine never showed.,negative
160,hCfgWPMbh5ypKOUCgi8hCw,So after our meal was done she told waitress never mind on the wine.,negative
161,hCfgWPMbh5ypKOUCgi8hCw,She had no clue?,negative
162,hCfgWPMbh5ypKOUCgi8hCw,Then they charged her for the wine when we got the bill?,negative
163,hCfgWPMbh5ypKOUCgi8hCw,Had to ask to take it off.,negative
164,hCfgWPMbh5ypKOUCgi8hCw,My meal was a quesadilla.,negative
165,hCfgWPMbh5ypKOUCgi8hCw,Got home within an hour and food poisoning!,negative
166,hCfgWPMbh5ypKOUCgi8hCw,So sick!,negative
167,hCfgWPMbh5ypKOUCgi8hCw,This place needs undercover Boss to come in and help them in so many ways!,positive
168,hCfgWPMbh5ypKOUCgi8hCw,I will never go to a BurgerPalace again.,negative
169,hCfgWPMbh5ypKOUCgi8hCw,Absolutely nothing good to say.,negative
170,hCfgWPMbh5ypKOUCgi8hCw,Keep on driving by and go to any other place but this!,negative
171,vIF6IToLEb1MliVHyHSypQ,My family and I came in on a Monday evening.,negative
172,vIF6IToLEb1MliVHyHSypQ,There were 6 of us and we were the only customers in the restaurant.,negative
173,vIF6IToLEb1MliVHyHSypQ,It took about 20 minutes for us to get some water and about an additional 20 minutes to get our alcoholic beverages.,negative
174,vIF6IToLEb1MliVHyHSypQ,The salad was soggy and the bowl was filled with brown water.,negative
175,vIF6IToLEb1MliVHyHSypQ,The tilapia was extremely fishy we had to send it back.,negative
176,vIF6IToLEb1MliVHyHSypQ,The service was extremely slow.,negative
177,vIF6IToLEb1MliVHyHSypQ,We will not be coming back to this establishment.,negative
178,sLCLgiWDMgKC25LHCLqlSg,This actually used to be one of our favorite places to go for a good and inexpensive meal.,positive
179,sLCLgiWDMgKC25LHCLqlSg,The salad bar alone drew us back again and again for a fresh and healthy meal.,positive
180,sLCLgiWDMgKC25LHCLqlSg,This place has gone totally downhill.,negative
181,sLCLgiWDMgKC25LHCLqlSg,"Repeatedly our favorite the garden bar has been poorly stocked, not fresh, missing items, and a complete untidy mess.",negative
182,sLCLgiWDMgKC25LHCLqlSg,Tonight we stopped in for a couple of burgers.,negative
183,sLCLgiWDMgKC25LHCLqlSg,"The restaurant was uncrowded, but we sat there for over half an hour after putting in our order until our meals finally arrived, and when they did the fries were cold.",negative
184,sLCLgiWDMgKC25LHCLqlSg,"Our waitress did get us a new plate of fries (and they were excellent, hot and fresh).",positive
185,sLCLgiWDMgKC25LHCLqlSg,"At no point did she or anyone else inform us while waiting that there was a delay, apologize for the delay, ask how the rest of the meal was, or apologize about the cold fries.",negative
186,sLCLgiWDMgKC25LHCLqlSg,"Back in ancient history when we enjoyed eating here, if there was a problem we'd see a manager come up and express concern, even offer some compensation such as a complimentary desert, but a manager was nowhere to be seen tonight.",negative
187,sLCLgiWDMgKC25LHCLqlSg,"And that, likely, is the root of the problem.",negative
188,sLCLgiWDMgKC25LHCLqlSg,"Either no one is watching the store, or they just don't care.",negative
189,sLCLgiWDMgKC25LHCLqlSg,It shows.,negative
190,1GXfM3UcEs8OneG1lf4MlA,Does not even deserve a one star.,negative
191,1GXfM3UcEs8OneG1lf4MlA,Service was horrible salad bar was disgusting the tea looked like beer.,negative
192,1GXfM3UcEs8OneG1lf4MlA,We just walked out.,negative
193,1GXfM3UcEs8OneG1lf4MlA,Ironic thing was another couple walked out as well at the same time.,negative
194,1GXfM3UcEs8OneG1lf4MlA,It would be different if the employees actually cared and we're trying to fix the salad bar or wait on us but we had been there for a long time before we ever even got asked what we wanted to drink.,negative
195,1GXfM3UcEs8OneG1lf4MlA,Management was horrible!,negative
196,1GXfM3UcEs8OneG1lf4MlA,They were not busy and didn't appear to be understaffed due to the employees standing around just talking.,negative
197,_D3Yvrjlpajt8eUZQ_RgWw,Stopped here on our way home from vacation and was not disappointed.,positive
198,_D3Yvrjlpajt8eUZQ_RgWw,We were greeted and seated right away.,positive
199,_D3Yvrjlpajt8eUZQ_RgWw,Our waitress was friendly and took care of us throughout our time there.,positive
200,_D3Yvrjlpajt8eUZQ_RgWw,One thing I want to mention that I found very nice is that since there's currently a shortage on feminine products they were kind enough to supply them in the stalls of the women's bathroom.,positive
201,_D3Yvrjlpajt8eUZQ_RgWw,It's the first time I've seen this and was pleasantly surprised.,positive
202,_D3Yvrjlpajt8eUZQ_RgWw,I ordered the sampler for lunch and enjoyed it.,positive
203,_D3Yvrjlpajt8eUZQ_RgWw,The plates all came out hot and very tasty.,positive
204,_D3Yvrjlpajt8eUZQ_RgWw,If you like American food you can't go wrong with this place.,positive
205,w8IkjL6Y6WMoZXsMhIy0vQ,Called ahead for a party of 8.,negative
206,w8IkjL6Y6WMoZXsMhIy0vQ,No problem.,positive
207,w8IkjL6Y6WMoZXsMhIy0vQ,Arrived to a mostly empty house.,negative
208,w8IkjL6Y6WMoZXsMhIy0vQ,We left after an hour when our meals were not delivered and my drink had been empty for 25 mins.,negative
209,e3oGMnICb5pLZpGdegFpXA,They serve us in the very best way every Tuesday.,positive
210,e3oGMnICb5pLZpGdegFpXA,They are very special people....,positive
211,e3oGMnICb5pLZpGdegFpXA,  Food is fine!,positive
212,e3oGMnICb5pLZpGdegFpXA, I like burgers and salad!,positive
213,pqOv8LapJe_0pU1G18_A1Q,I usually don't complain but my experience here was awful.,negative
214,pqOv8LapJe_0pU1G18_A1Q,"We got our appetizer before our drinks, the waitress kept disappearing, she would say that she's going to refill our drinks and then disappear for upwards of ten minutes and then serve the tables next to us then refill our drinks, my wife asked for A-1 sauce and was given an empty bottle",negative
215,pqOv8LapJe_0pU1G18_A1Q,", when we were done the table next to us asked for A-1 so the waitress came to our table and said I'm taking this, my wife replied that it was empty when she got it, we waited about 20 minutes to get our bill after we were done, all in all it took about an hour and a half to complete our dinner.",negative
216,pqOv8LapJe_0pU1G18_A1Q,I received this comment below so I sent 3 emails per their instructions and it's been days and haven't heard anything.,negative
217,pqOv8LapJe_0pU1G18_A1Q,"Update, I sent the email to the address they provided below and it's been a week with no response so maybe they just post this to make themselves look redeemed with no actual follow through??",negative
218,BZyxkWGOvR-mRVHywlkpoA,Besides a longer wait than I would of liked I understand there is a major staff shortage basically everywhere across the country.,negative
219,BZyxkWGOvR-mRVHywlkpoA,"The food was good, they took good precautions to keep things clean and sanitary, and despite the wait the staff was friendly and courteous.",positive
220,P3gQXqXJPIrbDoGQCcqghQ,Such a poor experience.,negative
221,P3gQXqXJPIrbDoGQCcqghQ,"Asked for Burger, no onion-Yup had onion.",negative
222,P3gQXqXJPIrbDoGQCcqghQ,"Ordered a loaded bake potato-served french friesSmall item, asked for lemon with my water, no lemon (",negative
223,P3gQXqXJPIrbDoGQCcqghQ,no biggie).Just,negative
224,P3gQXqXJPIrbDoGQCcqghQ,"because, I requested the one dollar for the ""loaded"" part of the baked potato to be removed.",negative
225,P3gQXqXJPIrbDoGQCcqghQ, A manager was required to delete the dollar.,negative
226,P3gQXqXJPIrbDoGQCcqghQ," He came over...so I showed him the Onion, Fries and water without.",negative
227,P3gQXqXJPIrbDoGQCcqghQ, His reply was a judging laugh.,negative
228,P3gQXqXJPIrbDoGQCcqghQ,Ruby Tuesday management-you have work to do.,negative
229,P3gQXqXJPIrbDoGQCcqghQ,My suggestion-go to the Sheetz across the street!,positive
230,nBUMyWkFdEVVdPH5tjGnRg,This is certainly one of the better BurgerPalace the salad bar was really well maintained with many choices that were fresh.,positive
231,nBUMyWkFdEVVdPH5tjGnRg,We both had a steak special which was cooked correctly and had a nice flavor.,positive
232,nBUMyWkFdEVVdPH5tjGnRg,Our server was outstanding.,positive
233,wqDZMcThiwUrJCnIs3vYKg,Due to Covid 19 this location had just opened when we were there.,negative
234,wqDZMcThiwUrJCnIs3vYKg,It was almost 2 hours to get seated and food.,negative
235,wqDZMcThiwUrJCnIs3vYKg,That said they are trying so hard.,negative
236,wqDZMcThiwUrJCnIs3vYKg,Be patient.,negative
237,wqDZMcThiwUrJCnIs3vYKg,The staff was very friendly and tried hard to accommodate!,positive
238,wqDZMcThiwUrJCnIs3vYKg,The manager was hustling and went to every table to see how they were.,negative
239,wqDZMcThiwUrJCnIs3vYKg,"To me any negative comments would be due to circumstances beyond their control, so I have none.",negative
240,Syo3joC0zQ94tazngZcCwg,We ordered Hickory Bourbon Salmon and it was very good and tender.,positive
241,Syo3joC0zQ94tazngZcCwg,It was a pick up order and everything was according to our instructions.,positive
242,No7RENe66pcXWKXdq4_R3A,The food was good but we ordered online and the website said it would be ready in 15 minutes and it was 45 minutes before we got it (we picked it ip).,positive
243,No7RENe66pcXWKXdq4_R3A,"Also, the kids' meals come with a drink which the website makes you chose (it doesn't let you continue until you chose something) and we didn't get them.",negative
244,LMXhzEWP3eqJVTqkzJtH9A,"I have gluten-intolerance, did not expect anything more than a salad when going there by myself due to a flight overnight delay.",negative
245,LMXhzEWP3eqJVTqkzJtH9A,"It was a surprise that staff, Dana, has very good knowledge about gluten-intolerance.",positive
246,LMXhzEWP3eqJVTqkzJtH9A,"She let me know that they have a gluten-free menu online, and sat down with me helped me craft a burger, no bun+garden salad.",positive
247,LMXhzEWP3eqJVTqkzJtH9A,"On top of it, she made sure the burger would be grilled separately on new foil.",negative
248,LMXhzEWP3eqJVTqkzJtH9A,This is the first safe burger after I went complete gluten-free.,positive
249,LMXhzEWP3eqJVTqkzJtH9A,Of course I loved it!,positive
250,LMXhzEWP3eqJVTqkzJtH9A,Really appreciate Dana and the chef's help :),positive
251,skzogvbpti5FSNsJ4Tanfg,"Food was good, waiter was friendly, everything came out at a decent time, only complaint was my burger was slightly undercooked for my liking, yet was still very tastyEdit: cookie skillet is the best dessert i have ever had",positive
252,vr-HDwRltiddgGf26djH7g,The hickory bourbon salmon is amazing and the service is top notch.,positive
253,vr-HDwRltiddgGf26djH7g,Ask to sit in Thomas' section.,negative
254,vr-HDwRltiddgGf26djH7g,He goes above and beyond.,positive
255,3cauiAM4gWgdXb8lgVIkYw,Went for lunch with my daughter and grandson.,negative
256,3cauiAM4gWgdXb8lgVIkYw,The food was great and wonderful server named Erin,positive
257,EDv3EgkZN_pLNDMsw0_9kQ,Where do I begin?,negative
258,EDv3EgkZN_pLNDMsw0_9kQ," It's a Saturday night, we walk into the restaurant and we aren't even acknowledged for about 4-5 minutes.",negative
259,EDv3EgkZN_pLNDMsw0_9kQ, They were not busy at all surprisingly.,positive
260,EDv3EgkZN_pLNDMsw0_9kQ," When we asked if we could have a table for two the person seating us said ""yeah"".  ",negative
261,EDv3EgkZN_pLNDMsw0_9kQ,She then walks us to a dirty table (mind you there were tons of clean tables) that has one chair.,negative
262,EDv3EgkZN_pLNDMsw0_9kQ," She says ""hold on while I get you a chair, oh and I'll have to wipe the table.""   We asked if we could just have one of the clean tables.",negative
263,EDv3EgkZN_pLNDMsw0_9kQ, She seemed surprised but she did let of have a booth.,negative
264,EDv3EgkZN_pLNDMsw0_9kQ, ,negative
265,EDv3EgkZN_pLNDMsw0_9kQ,Mind you my girlfriend has to walk with a cane after a knee operation.,negative
266,EDv3EgkZN_pLNDMsw0_9kQ, We finally get seated and the waitress passes us by about 7 times before coming to our table and asking if we were ready to order.,negative
267,EDv3EgkZN_pLNDMsw0_9kQ, We were not offered drinks.,negative
268,EDv3EgkZN_pLNDMsw0_9kQ, We order our food and drinks at the same time.,negative
269,EDv3EgkZN_pLNDMsw0_9kQ, The waitress then says she will get our drinks right away.,negative
270,EDv3EgkZN_pLNDMsw0_9kQ, She walks off.,negative
