review_id,review_date,review_rating,review_title,review_text,review_url,lang,author_avatar,author_url,author_name,location,author_contributions,review_useful_count,review_funny_count,review_cool_count,business_response_text,business_response_name,business_response_role,review_response_date,business_id
nZ2TxmQzbnutfEtMGx5UOA,2021-08-31,1,,I went in requestong a table for 2 and they told me they had stopped seating at 8:30 so I ordered to go food then while waiting for my food a family of 6 came in and they seated them immediately.  What kind of racist B.S. is this???  I'm Latina and the family was white.NEVER AGAIN!!!!  KEEP YOUR FAMILY AWAY FROM THEM.,https://www.yelp.com?hrid=nZ2TxmQzbnutfEtMGx5UOA,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=ObZV0H-MMOImBqweuvRfRA,Jocelyn C.,"New York, NY",3,2,0,0,null,null,null,null,OO0U_ijBXtRHsbYe3TexDg
zHkHOnEGKN3mg7LOCUu9jw,2021-08-26,2,,"Ordered a cobb salad take-out, and a coworker picked it up.   It came with no egg, and it was all crappy iceberg lettuce.  Dressing was so thinned out, it was like pouring milk onto the salad.  For $12.99, I expected better.  Won't be back.",https://www.yelp.com?hrid=zHkHOnEGKN3mg7LOCUu9jw,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=fqsHb9STWRPzXGMPECkgUg,AnneMarie S.,"Newburgh, NY",31,0,0,0,null,null,null,null,OO0U_ijBXtRHsbYe3TexDg
8n0ex2eTdn_6Wb0pxK-XaA,2013-08-29,1,,"Salad bar was good, sliders ok, service was nonexistent. Don't sit in the bar area during lunch unless your at the bar. There is only one waitress and she only pays attention to the people at the bar.",https://www.yelp.com?hrid=8n0ex2eTdn_6Wb0pxK-XaA,en,https://s3-media0.fl.yelpcdn.com/photo/gCH1qvZDHbtWnbOyqG7VaQ/60s.jpg,https://www.yelp.com/user_details?userid=wsnopmXeuaicY2FRmy5hxA,Courtney B.,"WOODHAVEN, NY",29,0,0,0,null,null,null,null,OO0U_ijBXtRHsbYe3TexDg
o8TRwSFyZTqUb_EAEaRHaw,2013-06-04,1,,"3rd time,  each time it get worse.  I am done with this restaurant.  Good quality food, they just can't get it too you hot and fresh.  They were not very crowded, seafood overcooked, food just warm.Hostess told the waitress that a table near us complained all the time, no matter what.  On the way out, I told the hostess that if that couple complained tonight,  they had every right too, as our food was lousy also.  Sorry, she said....   Maybe people are complaining because the food is really lousy!",https://www.yelp.com?hrid=o8TRwSFyZTqUb_EAEaRHaw,en,https://s3-media0.fl.yelpcdn.com/photo/s7qWxSMqP2yQ5ok4213xDw/60s.jpg,https://www.yelp.com/user_details?userid=eT5_qSbt8i_eqmAk2fisFw,Lina M.,"Cornwall, NY",72,3,0,0,null,null,null,null,OO0U_ijBXtRHsbYe3TexDg
V98wXS4f5xSIE0AYY35-7Q,2013-04-21,2,,"I've been to this restaurant several times in the past several years. Overall it's better than the Ruby Tuesday's in the Mall, but not by much. Service and quality definetely seem to be on a steady decline. Tonight I went out with three other people. Service was SLOW. The man was very friendly but seemed to be working too many tables, also forgetfull. They tell you to pick two sides for your entrees but if you want salad bar you have to pay extra. I got a blue moon which was okay, but two others ordered Long Island Ice Tea and Strawberry Sangria, and neither were thrilled. Food overall was good, as well as dessert, Blondie was very good, but a lot of frustration over service marred the experience. You can get better food, drink and service in over a dozen other places in town.",https://www.yelp.com?hrid=V98wXS4f5xSIE0AYY35-7Q,en,https://s3-media0.fl.yelpcdn.com/photo/MLjxFGCYgS9l6L8bDom2MA/60s.jpg,https://www.yelp.com/user_details?userid=1Iwv__c8_gBzefWBwmkCnA,Genevieve B.,"Middletown, NY",274,0,0,0,null,null,null,null,OO0U_ijBXtRHsbYe3TexDg
g33VwqpRaQgU4dONyZXO6Q,2012-06-22,1,,"Dont go there.   My husband and I used to rave about this place.  Went last night what a disaster.   Girl lost our name on list,  Kept waiting with rows of empty tables no staff to clean.  Ordered food, no Baked Potatoes.   Their celebrity Pinot Grigio wine tasted like vinegar.  This place has really gone to the dogs.   Too many good places in Middletown, NY to put up with this type of overall mismanagement.   Shame on Ruby Tuesdays.  They will be going the way of many poorly run businessses.  CLOSED  Very soon.",https://www.yelp.com?hrid=g33VwqpRaQgU4dONyZXO6Q,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=Bw4XY3EaSPVln9IHPANp-A,Dor L.,"Campbell Hall, NY",3,1,0,0,null,null,null,null,OO0U_ijBXtRHsbYe3TexDg
xTy_AzXy-6veQ4H1YaAKpQ,2021-03-16,2,,Skip the turkey burger. Definitely came from a box.Unidentifiable as turkey or a burger. Service was ok.,https://www.yelp.com?hrid=xTy_AzXy-6veQ4H1YaAKpQ,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=h9dsYXCU97GVtrCKSaQMhA,Elle S.,"Malden, MA",77,0,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
K5OdZqTTovq5FDpJ2hHkaw,2021-03-07,1,,"Unfortunately this restaurant closed in November, 2020. The only remaining ruby Tuesday in Massachusetts is the Wrentham location.",https://www.yelp.com?hrid=K5OdZqTTovq5FDpJ2hHkaw,en,https://s3-media0.fl.yelpcdn.com/photo/Jj3BYRI_oOfFqw3-G17nzg/60s.jpg,https://www.yelp.com/user_details?userid=TSPDm3xsof3l1JhWzOYhfQ,Patrick H.,"Fall River, MA",29,2,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
4LbWuFSI-kgMM82bPrq3Fw,2020-11-15,1,,Ruby Tuesday's on a Sunday evening. At 5.20 we called in an order for take out. They said 25 to 30 minutes. No problem. I got there 28 minutes after placing the order. There are only 4 cars in the parking lot. I am one of two cars waiting for pickup. A guy came out and took my money but the food is not ready yet. A little while he said. ... It's now been a 35 minutes of sitting in the parking lot and still no food. It is hard to imagine there is a valid reason for this. We stopped dining in when the salad bar closed. There's not a chance we'll order take out here again. Update 40 minute total wait in parking lot.,https://www.yelp.com?hrid=4LbWuFSI-kgMM82bPrq3Fw,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=52_uk8Wiqfew7udpUfoSYQ,William H.,"Fall River, MA",6,2,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
hCfgWPMbh5ypKOUCgi8hCw,2020-10-14,1,,If I could give zero stars I would. Do not go here! Horrible in so many ways! Visited on a quiet Tuesday night. My friend waited in entrance for ten minutes waiting to be seated. No staff to be seen. She had to go to the bar and ask someone to seat us. Ordered our dinner. My daughter asked for a side of mashed potatoes it was gross but the smallest portion then charged us $3.99! My daughters friend ordered artichoke dip with endless tortilla chips. Ran out of chips so asked for more. Literally ten minutes later the waitress came out with a super small bowl that literally had five chips in it? Was this a joke? Not funny! Skimpy and that's just ridiculous! My friend ordered a glass of wine. She received before meal but it was bad so she went to the bartender and asked for a new glass. Bartender said they would bring to table. Wine never showed. So after our meal was done she told waitress never mind on the wine. She had no clue? Then they charged her for the wine when we got the bill? Had to ask to take it off. My meal was a quesadilla. Got home within an hour and food poisoning! So sick! This place needs undercover Boss to come in and help them in so many ways! I will never go to a Ruby Tuesday's again. Absolutely nothing good to say. Keep on driving by and go to any other place but this!,https://www.yelp.com?hrid=hCfgWPMbh5ypKOUCgi8hCw,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=EGAKbwU5A-Md_aYVxh-0fA,L W.,"Plymouth, MA",12,0,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
vIF6IToLEb1MliVHyHSypQ,2020-08-24,1,,My family and I came in on a Monday evening. There were 6 of us and we were the only customers in the restaurant. It took about 20 minutes for us to get some water and about an additional 20 minutes to get our alcoholic beverages. The salad was soggy and the bowl was filled with brown water. The tilapia was extremely fishy we had to send it back. The service was extremely slow. We will not be coming back to this establishment.,https://www.yelp.com?hrid=vIF6IToLEb1MliVHyHSypQ,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=ByMDGFVGeNYGegfPPwH-WA,Sabrina L.,"Dedham, MA",2,2,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
sLCLgiWDMgKC25LHCLqlSg,2020-02-05,2,,"This actually used to be one of our favorite places to go for a good and inexpensive meal. The salad bar alone drew us back again and again for a fresh and healthy meal.This place has gone totally downhill. Repeatedly our favorite the garden bar has been poorly stocked, not fresh, missing items, and a complete untidy mess.Tonight we stopped in for a couple of burgers. The restaurant was uncrowded, but we sat there for over half an hour after putting in our order until our meals finally arrived, and when they did the fries were cold. Our waitress did get us a new plate of fries (and they were excellent, hot and fresh). At no point did she or anyone else inform us while waiting that there was a delay, apologize for the delay, ask how the rest of the meal was, or apologize about the cold fries.Back in ancient history when we enjoyed eating here, if there was a problem we'd see a manager come up and express concern, even offer some compensation such as a complimentary desert, but a manager was nowhere to be seen tonight. And that, likely, is the root of the problem. Either no one is watching the store, or they just don't care. It shows.",https://www.yelp.com?hrid=sLCLgiWDMgKC25LHCLqlSg,en,https://s3-media0.fl.yelpcdn.com/photo/D5fyCnxbwtmxzCRhqdBtjQ/60s.jpg,https://www.yelp.com/user_details?userid=2eZqDYbnvJVuPMdGuBYFOw,Paul M.,"Middleborough, MA",44,2,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
2z3KRQDJsHJOVnWO4YMiYA,2019-12-21,3,,"I was absolutely starving and this place hit the mark for proximity, waiter service and credit cards. That's about it. The service was slow. The soup was tasteless and the salad bar was decent. It got me out of the cold and filled my belly but it's just Ruby Tuesday.",https://www.yelp.com?hrid=2z3KRQDJsHJOVnWO4YMiYA,en,https://s3-media0.fl.yelpcdn.com/photo/zOG_u_GNrsiHfpewCjLfCg/60s.jpg,https://www.yelp.com/user_details?userid=OHVhLKw_uIE7saIt_S-udw,Mike M.,"Huntington Beach, CA",2091,10,6,10,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
hzz8LwBmPNHpaD6yGbbQpg,2019-09-01,1,,"We sat down, ordered well over $100 worth of food, and were given an aggressive bum's rush. I have never been treated like this anywhere. Within minutes of serving the food, the waitress was asking for the plates. One of us got the salad bar with the entree, and the waitress tried to take one or the other even though it was clear both were still being eaten. We were not given fresh straws with refills, but the waitress used her hands to move the used straw from one drink to be placed in another. As each of us finished, while being asked if we were done over and over, the plates were confiscated as if the plates were needed immediately to serve the next table--perhaps they ran out of both plates AND straws. We were given carryout boxes before we were finished eating, along with the check. The restaurant was not at all busy, but even if it were, there was no excuse for this kind of service. As for the food, the overpriced meals' portions were undersized, the steaks too tough to chew, the runny potatoes tasted instant.We regret leaving a tip, but we will not regret never, ever going there again.",https://www.yelp.com?hrid=hzz8LwBmPNHpaD6yGbbQpg,en,https://s3-media0.fl.yelpcdn.com/photo/hI0dybKcbMnhUkQn-36OgQ/60s.jpg,https://www.yelp.com/user_details?userid=ownHtuyUlxsrpTnolm34QQ,Elle M.,"Suffolk, MA",47,2,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
AqOGREYOBKdM4OuglXJmzQ,2019-05-12,5,,"My husband and I recently dined at Ruby Tuesday, Bay Street, Taunton.We both elected to get burgers and salad bar.My husband also got a baked potato which we shared.We've always loved their baked potatoes.The burgers were both cooked to perfection and delicious.They brewed a new pot of hot coffee which was also delicious.Our server, Fabiana, was very courteous and accommodating. The salad bar was all fresh and tasty.We will definitely be returning soon.",https://www.yelp.com?hrid=AqOGREYOBKdM4OuglXJmzQ,en,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://www.yelp.com/user_details?userid=J_xdvA-RrAE2g-hn3L-AJg,Helen S.,"Mattapoisett, MA",4,0,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
ONz_IDdRvpaeUN0Ap1jvvA,2019-05-06,1,,"Had lunch at Ruby Tuesdays in Taunton yesterday.  A group of us got out to lunch every Sunday and it was always difficult getting the guys in the group to agree to Ruby Tuesdays.  Well, the guys proved to be right.  The service was good and the waitress was pleasant but the every else was so bad that its off our list forever.  We were looking forward to the salad bar until we approached it.  All the dishes up front were dirty.  The floor was so sticky we had difficulty moving past the lettuce.  All of the vegetables were sitting in water so the dressing made a gooey, watery, tasteless mess.  Two in our party changed their mind and asked the waitress to switch their order to a prepared salad that was overpriced.  One of us had a tomato soup that was dark and tasted like heated ketchup.  Another had a chicken sandwich with a sauce on the side that was chunky and disgusting.  No one had a meal they would choose to have again. When we stood up, the large hanging lamp shade fell off and hit a seated person square on the head. Not a good experience and not one we'll forget.",https://www.yelp.com?hrid=ONz_IDdRvpaeUN0Ap1jvvA,en,https://s3-media0.fl.yelpcdn.com/photo/zRsZw0SViKExTzkACD6I1A/60s.jpg,https://www.yelp.com/user_details?userid=xSsdvXgoc5RL7o6aHaSmFw,Jane C.,"Norton, MA",13,0,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
sLPZrjWv2EgP6tEdTnSuOA,2012-04-23,1,,"Don't know what happened to this place, we had been regular customers after banning them several years ago at the Taunton mall. Waited 15 minutes for waitress, 25 minutes for drinks and waited one hour for a cold meal, then another 20 minutes for our complementary desert. Manager did not address problems, he did come by with my mothers hot mashed potatoes for a split second stating plate is hot as he passed by quickly not addressing our complaint about overcooked steak and my cold meat loaf that did take 1 hour to actually get, yes so I just ate it as the waitress was nowhere to be foundNo toilet paper in stalls and no paper towels in ladies room.Men's room Paper towels where scattered all over sink.Loud bar crowd over enjoying Bruins playoff win.r0n.... :(",https://www.yelp.com?hrid=sLPZrjWv2EgP6tEdTnSuOA,en,https://s3-media0.fl.yelpcdn.com/photo/V7kq4-PLFkEeLkclXQ4MEQ/60s.jpg,https://www.yelp.com/user_details?userid=d9OrxfGdYrzv5IQ5AUqa6g,Ronald T.,"Raynham, MA",44,3,0,0,null,null,null,null,alwLP4LpMJHVHLp8PPHuoQ
