,review_id,review_rating,review_sentences
2,3QFvz5edaWmnbGwxyN6PNA,1,"Against my better judgement, I ordered coffee."
2,3QFvz5edaWmnbGwxyN6PNA,1,Big mistake.
2,3QFvz5edaWmnbGwxyN6PNA,1,"It was coffee, I guess, but litereally tasteless."
2,3QFvz5edaWmnbGwxyN6PNA,1,Then I ordered chicken tenders and CRISPY fries.
2,3QFvz5edaWmnbGwxyN6PNA,1,"If I order fries, I specifically order them well done because they are normally underdone no matter where you go and browning them negates some of the greasiness."
2,3QFvz5edaWmnbGwxyN6PNA,1,"Obviously, the waitress (yes, I use gender specific labels...sue me."
2,3QFvz5edaWmnbGwxyN6PNA,1,"I was a waitress for years and never took offense at being referred to as such) misunderstood my request and brought out a plate of rock-hard chicken tender-looking things with dried out, stringy white meat inside and a pile of underdone, whitish, mealy fries."
2,3QFvz5edaWmnbGwxyN6PNA,1,Even the GMO corn syrup-laden pseudo-ketchup didn't help.
2,3QFvz5edaWmnbGwxyN6PNA,1,"The waitress was polite enough, but obviously over worked as she was serving at tables and behind the bar, then apparently forgot I was there and I had to stand up and leave the table to get her attention."
2,3QFvz5edaWmnbGwxyN6PNA,1,All I wanted to do was pay and get out of there.
2,3QFvz5edaWmnbGwxyN6PNA,1,"The ""hostess"" intervened and asked what I wanted."
2,3QFvz5edaWmnbGwxyN6PNA,1,I said all I want is the check and to leave.
2,3QFvz5edaWmnbGwxyN6PNA,1,She took that as an insult and accused me of yelling at her.
2,3QFvz5edaWmnbGwxyN6PNA,1,"Seriously, I did not yell at her."
2,3QFvz5edaWmnbGwxyN6PNA,1,She obviously was having a bad day.
2,3QFvz5edaWmnbGwxyN6PNA,1,"I pointed out that I was aware they are understaffed, as is every restaurant in the country...still, not my fault."
2,3QFvz5edaWmnbGwxyN6PNA,1,$15 to $20 for a plate of ...whatever...
2,3QFvz5edaWmnbGwxyN6PNA,1,I expect a little better quality and service.
2,3QFvz5edaWmnbGwxyN6PNA,1," That said, not a nice experience and not a clean environment."
3,P2vwgdFSB8EFUAOOBBj_dQ,4,I figured I would try BurgerPalace again since it's been quite a while since I went and got sick from their food.
3,P2vwgdFSB8EFUAOOBBj_dQ,4,Yesterday I ordered the salad bar and I loved it!
3,P2vwgdFSB8EFUAOOBBj_dQ,4,Our waitress was super nice too!!
3,P2vwgdFSB8EFUAOOBBj_dQ,4,"The restaurant was clean, everything was fresh and my friend and I just had a nice experience."
3,P2vwgdFSB8EFUAOOBBj_dQ,4,The bathroom was even clean which I was really surprised by!!
3,P2vwgdFSB8EFUAOOBBj_dQ,4,I will say the salad bar is definitely not worth $15 though.
3,P2vwgdFSB8EFUAOOBBj_dQ,4,"I suggest ordering a meal and adding the salad bar to it, and you can just take your meal home with you."
3,P2vwgdFSB8EFUAOOBBj_dQ,4,It actually can be cheaper and you get more for your money.
3,P2vwgdFSB8EFUAOOBBj_dQ,4,I will be back for sure!!
4,a05LFqlf_hojMUVgwkg0GQ,1,It's getting horrible to find a nice decent Restaurant here in Middletown NY
4,a05LFqlf_hojMUVgwkg0GQ,1,My oldest son wanted to know where I wanted To go for Mother's Day todayI told him BurgerPalace
4,a05LFqlf_hojMUVgwkg0GQ,1,Well - it was just horrible !
4,a05LFqlf_hojMUVgwkg0GQ,1,Look it's not About the price !
4,a05LFqlf_hojMUVgwkg0GQ,1,It's all about what they offer & service !
4,a05LFqlf_hojMUVgwkg0GQ,1,About 2-3 years ago they had this great Offer on this day The entire dinner & including desert For a low price !
4,a05LFqlf_hojMUVgwkg0GQ,1,It was awesome !
4,a05LFqlf_hojMUVgwkg0GQ,1, The girl got my drink order Wrong !  When she did finally come backTo check I told her !
4,a05LFqlf_hojMUVgwkg0GQ,1,"She was going to fix it, I told her don't Bother !"
4,a05LFqlf_hojMUVgwkg0GQ,1,They were putting dirty salad plates out On the salad bar !
4,a05LFqlf_hojMUVgwkg0GQ,1,Who does this I ask you ???
4,a05LFqlf_hojMUVgwkg0GQ,1,I won't be coming back here !
4,a05LFqlf_hojMUVgwkg0GQ,1,Next year I try another place !
4,a05LFqlf_hojMUVgwkg0GQ,1,If not I'll cook at home !
4,a05LFqlf_hojMUVgwkg0GQ,1,I'll probably beBetter off !!!  
4,a05LFqlf_hojMUVgwkg0GQ,1,I left a tip -she didn't get what she was supposed To get !  
4,a05LFqlf_hojMUVgwkg0GQ,1,She didn't deserve it !!
5,3h2L6uxUjK3sJr94B_-Scw,1,Service was less than good and the sandwiches we ordered came out warmish.
5,3h2L6uxUjK3sJr94B_-Scw,1,We wanted dessert but she just came out straight with the check without asking smh.
5,3h2L6uxUjK3sJr94B_-Scw,1,Dont go here unless you're old af cause servers here apparently dont like customers that are under 30 years for whatever reason.
5,3h2L6uxUjK3sJr94B_-Scw,1,The server's name was kristi by the way
6,_O-m9ZSxSLa5ze0ZG4IAjw,4,I have always liked eating at BurgerPalace but I was a bit disappointed w/the blackened fish sandwich.
6,_O-m9ZSxSLa5ze0ZG4IAjw,4,It tasted a bit on the frozen side.
6,_O-m9ZSxSLa5ze0ZG4IAjw,4,I will definitely come by again but will stay away from the fish.
7,Mw0zi8GjswSQQsiI-m2bTQ,1,When your order comes out five times incorrectly there's a problem.
7,Mw0zi8GjswSQQsiI-m2bTQ,1,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.
7,Mw0zi8GjswSQQsiI-m2bTQ,1,I was fortunate enough to meet the owner of this establishment a few years ago I don't think he owns it anymore because it has taken such a dive.
7,Mw0zi8GjswSQQsiI-m2bTQ,1,Everything was awful even the lemonade.
7,Mw0zi8GjswSQQsiI-m2bTQ,1,No manager came over to apologize.
7,Mw0zi8GjswSQQsiI-m2bTQ,1,And I almost forgot the flies.
8,nZ2TxmQzbnutfEtMGx5UOA,1,I went in requestong a table for 2 and they told me they had stopped seating at 8:30 so I ordered to go food then while waiting for my food a family of 6 came in and they seated them immediately.
8,nZ2TxmQzbnutfEtMGx5UOA,1, What kind of racist B.S. is this???
8,nZ2TxmQzbnutfEtMGx5UOA,1, I'm Latina and the family was white.
8,nZ2TxmQzbnutfEtMGx5UOA,1,NEVER AGAIN!!!!  KEEP YOUR FAMILY AWAY FROM THEM.
9,zHkHOnEGKN3mg7LOCUu9jw,2,"Ordered a cobb salad take-out, and a coworker picked it up."
9,zHkHOnEGKN3mg7LOCUu9jw,2,"  It came with no egg, and it was all crappy iceberg lettuce."
9,zHkHOnEGKN3mg7LOCUu9jw,2," Dressing was so thinned out, it was like pouring milk onto the salad."
9,zHkHOnEGKN3mg7LOCUu9jw,2," For $12.99, I expected better."
9,zHkHOnEGKN3mg7LOCUu9jw,2, Won't be back.
10,xTy_AzXy-6veQ4H1YaAKpQ,2,Skip the turkey burger.
10,xTy_AzXy-6veQ4H1YaAKpQ,2,Definitely came from a box.
10,xTy_AzXy-6veQ4H1YaAKpQ,2,Unidentifiable as turkey or a burger.
10,xTy_AzXy-6veQ4H1YaAKpQ,2,Service was ok.
11,K5OdZqTTovq5FDpJ2hHkaw,1,"Unfortunately this restaurant closed in November, 2020."
11,K5OdZqTTovq5FDpJ2hHkaw,1,The only remaining BurgerPalace in Massachusetts is the Wrentham location.
12,4LbWuFSI-kgMM82bPrq3Fw,1,BurgerPalace on a Sunday evening.
12,4LbWuFSI-kgMM82bPrq3Fw,1,At 5.20 we called in an order for take out.
12,4LbWuFSI-kgMM82bPrq3Fw,1,They said 25 to 30 minutes.
12,4LbWuFSI-kgMM82bPrq3Fw,1,No problem.
12,4LbWuFSI-kgMM82bPrq3Fw,1,I got there 28 minutes after placing the order.
12,4LbWuFSI-kgMM82bPrq3Fw,1,There are only 4 cars in the parking lot.
12,4LbWuFSI-kgMM82bPrq3Fw,1,I am one of two cars waiting for pickup.
12,4LbWuFSI-kgMM82bPrq3Fw,1,A guy came out and took my money but the food is not ready yet.
12,4LbWuFSI-kgMM82bPrq3Fw,1,A little while he said. ...
12,4LbWuFSI-kgMM82bPrq3Fw,1,It's now been a 35 minutes of sitting in the parking lot and still no food.
12,4LbWuFSI-kgMM82bPrq3Fw,1,It is hard to imagine there is a valid reason for this.
12,4LbWuFSI-kgMM82bPrq3Fw,1,We stopped dining in when the salad bar closed.
12,4LbWuFSI-kgMM82bPrq3Fw,1,There's not a chance we'll order take out here again.
12,4LbWuFSI-kgMM82bPrq3Fw,1,Update 40 minute total wait in parking lot.
13,hCfgWPMbh5ypKOUCgi8hCw,1,If I could give zero stars I would.
13,hCfgWPMbh5ypKOUCgi8hCw,1,Do not go here!
13,hCfgWPMbh5ypKOUCgi8hCw,1,Horrible in so many ways!
13,hCfgWPMbh5ypKOUCgi8hCw,1,Visited on a quiet Tuesday night.
13,hCfgWPMbh5ypKOUCgi8hCw,1,My friend waited in entrance for ten minutes waiting to be seated.
13,hCfgWPMbh5ypKOUCgi8hCw,1,No staff to be seen.
13,hCfgWPMbh5ypKOUCgi8hCw,1,She had to go to the bar and ask someone to seat us.
13,hCfgWPMbh5ypKOUCgi8hCw,1,Ordered our dinner.
13,hCfgWPMbh5ypKOUCgi8hCw,1,My daughter asked for a side of mashed potatoes it was gross but the smallest portion then charged us $3.99!
13,hCfgWPMbh5ypKOUCgi8hCw,1,My daughters friend ordered artichoke dip with endless tortilla chips.
13,hCfgWPMbh5ypKOUCgi8hCw,1,Ran out of chips so asked for more.
13,hCfgWPMbh5ypKOUCgi8hCw,1,Literally ten minutes later the waitress came out with a super small bowl that literally had five chips in it?
13,hCfgWPMbh5ypKOUCgi8hCw,1,Was this a joke?
13,hCfgWPMbh5ypKOUCgi8hCw,1,Not funny!
13,hCfgWPMbh5ypKOUCgi8hCw,1,Skimpy and that's just ridiculous!
13,hCfgWPMbh5ypKOUCgi8hCw,1,My friend ordered a glass of wine.
13,hCfgWPMbh5ypKOUCgi8hCw,1,She received before meal but it was bad so she went to the bartender and asked for a new glass.
13,hCfgWPMbh5ypKOUCgi8hCw,1,Bartender said they would bring to table.
13,hCfgWPMbh5ypKOUCgi8hCw,1,Wine never showed.
13,hCfgWPMbh5ypKOUCgi8hCw,1,So after our meal was done she told waitress never mind on the wine.
13,hCfgWPMbh5ypKOUCgi8hCw,1,She had no clue?
13,hCfgWPMbh5ypKOUCgi8hCw,1,Then they charged her for the wine when we got the bill?
13,hCfgWPMbh5ypKOUCgi8hCw,1,Had to ask to take it off.
13,hCfgWPMbh5ypKOUCgi8hCw,1,My meal was a quesadilla.
13,hCfgWPMbh5ypKOUCgi8hCw,1,Got home within an hour and food poisoning!
13,hCfgWPMbh5ypKOUCgi8hCw,1,So sick!
13,hCfgWPMbh5ypKOUCgi8hCw,1,This place needs undercover Boss to come in and help them in so many ways!
13,hCfgWPMbh5ypKOUCgi8hCw,1,I will never go to a BurgerPalace again.
13,hCfgWPMbh5ypKOUCgi8hCw,1,Absolutely nothing good to say.
13,hCfgWPMbh5ypKOUCgi8hCw,1,Keep on driving by and go to any other place but this!
14,vIF6IToLEb1MliVHyHSypQ,1,My family and I came in on a Monday evening.
14,vIF6IToLEb1MliVHyHSypQ,1,There were 6 of us and we were the only customers in the restaurant.
14,vIF6IToLEb1MliVHyHSypQ,1,It took about 20 minutes for us to get some water and about an additional 20 minutes to get our alcoholic beverages.
14,vIF6IToLEb1MliVHyHSypQ,1,The salad was soggy and the bowl was filled with brown water.
14,vIF6IToLEb1MliVHyHSypQ,1,The tilapia was extremely fishy we had to send it back.
14,vIF6IToLEb1MliVHyHSypQ,1,The service was extremely slow.
14,vIF6IToLEb1MliVHyHSypQ,1,We will not be coming back to this establishment.
15,sLCLgiWDMgKC25LHCLqlSg,2,This actually used to be one of our favorite places to go for a good and inexpensive meal.
15,sLCLgiWDMgKC25LHCLqlSg,2,The salad bar alone drew us back again and again for a fresh and healthy meal.
15,sLCLgiWDMgKC25LHCLqlSg,2,This place has gone totally downhill.
15,sLCLgiWDMgKC25LHCLqlSg,2,"Repeatedly our favorite the garden bar has been poorly stocked, not fresh, missing items, and a complete untidy mess."
15,sLCLgiWDMgKC25LHCLqlSg,2,Tonight we stopped in for a couple of burgers.
15,sLCLgiWDMgKC25LHCLqlSg,2,"The restaurant was uncrowded, but we sat there for over half an hour after putting in our order until our meals finally arrived, and when they did the fries were cold."
15,sLCLgiWDMgKC25LHCLqlSg,2,"Our waitress did get us a new plate of fries (and they were excellent, hot and fresh)."
15,sLCLgiWDMgKC25LHCLqlSg,2,"At no point did she or anyone else inform us while waiting that there was a delay, apologize for the delay, ask how the rest of the meal was, or apologize about the cold fries."
15,sLCLgiWDMgKC25LHCLqlSg,2,"Back in ancient history when we enjoyed eating here, if there was a problem we'd see a manager come up and express concern, even offer some compensation such as a complimentary desert, but a manager was nowhere to be seen tonight."
15,sLCLgiWDMgKC25LHCLqlSg,2,"And that, likely, is the root of the problem."
15,sLCLgiWDMgKC25LHCLqlSg,2,"Either no one is watching the store, or they just don't care."
15,sLCLgiWDMgKC25LHCLqlSg,2,It shows.
16,1GXfM3UcEs8OneG1lf4MlA,1,Does not even deserve a one star.
16,1GXfM3UcEs8OneG1lf4MlA,1,Service was horrible salad bar was disgusting the tea looked like beer.
16,1GXfM3UcEs8OneG1lf4MlA,1,We just walked out.
16,1GXfM3UcEs8OneG1lf4MlA,1,Ironic thing was another couple walked out as well at the same time.
16,1GXfM3UcEs8OneG1lf4MlA,1,It would be different if the employees actually cared and we're trying to fix the salad bar or wait on us but we had been there for a long time before we ever even got asked what we wanted to drink.
16,1GXfM3UcEs8OneG1lf4MlA,1,Management was horrible!
16,1GXfM3UcEs8OneG1lf4MlA,1,They were not busy and didn't appear to be understaffed due to the employees standing around just talking.
17,_D3Yvrjlpajt8eUZQ_RgWw,4,Stopped here on our way home from vacation and was not disappointed.
17,_D3Yvrjlpajt8eUZQ_RgWw,4,We were greeted and seated right away.
17,_D3Yvrjlpajt8eUZQ_RgWw,4,Our waitress was friendly and took care of us throughout our time there.
17,_D3Yvrjlpajt8eUZQ_RgWw,4,One thing I want to mention that I found very nice is that since there's currently a shortage on feminine products they were kind enough to supply them in the stalls of the women's bathroom.
17,_D3Yvrjlpajt8eUZQ_RgWw,4,It's the first time I've seen this and was pleasantly surprised.
17,_D3Yvrjlpajt8eUZQ_RgWw,4,I ordered the sampler for lunch and enjoyed it.
17,_D3Yvrjlpajt8eUZQ_RgWw,4,The plates all came out hot and very tasty.
17,_D3Yvrjlpajt8eUZQ_RgWw,4,If you like American food you can't go wrong with this place.
18,w8IkjL6Y6WMoZXsMhIy0vQ,1,Called ahead for a party of 8.
18,w8IkjL6Y6WMoZXsMhIy0vQ,1,No problem.
18,w8IkjL6Y6WMoZXsMhIy0vQ,1,Arrived to a mostly empty house.
18,w8IkjL6Y6WMoZXsMhIy0vQ,1,We left after an hour when our meals were not delivered and my drink had been empty for 25 mins.
19,e3oGMnICb5pLZpGdegFpXA,4,They serve us in the very best way every Tuesday.
19,e3oGMnICb5pLZpGdegFpXA,4,They are very special people....
19,e3oGMnICb5pLZpGdegFpXA,4,  Food is fine!
19,e3oGMnICb5pLZpGdegFpXA,4, I like burgers and salad!
20,pqOv8LapJe_0pU1G18_A1Q,1,I usually don't complain but my experience here was awful.
20,pqOv8LapJe_0pU1G18_A1Q,1,"We got our appetizer before our drinks, the waitress kept disappearing, she would say that she's going to refill our drinks and then disappear for upwards of ten minutes and then serve the tables next to us then refill our drinks, my wife asked for A-1 sauce and was given an empty bottle"
20,pqOv8LapJe_0pU1G18_A1Q,1,", when we were done the table next to us asked for A-1 so the waitress came to our table and said I'm taking this, my wife replied that it was empty when she got it, we waited about 20 minutes to get our bill after we were done, all in all it took about an hour and a half to complete our dinner."
20,pqOv8LapJe_0pU1G18_A1Q,1,I received this comment below so I sent 3 emails per their instructions and it's been days and haven't heard anything.
20,pqOv8LapJe_0pU1G18_A1Q,1,"Update, I sent the email to the address they provided below and it's been a week with no response so maybe they just post this to make themselves look redeemed with no actual follow through??"
21,BZyxkWGOvR-mRVHywlkpoA,4,Besides a longer wait than I would of liked I understand there is a major staff shortage basically everywhere across the country.
21,BZyxkWGOvR-mRVHywlkpoA,4,"The food was good, they took good precautions to keep things clean and sanitary, and despite the wait the staff was friendly and courteous."
22,P3gQXqXJPIrbDoGQCcqghQ,1,Such a poor experience.
22,P3gQXqXJPIrbDoGQCcqghQ,1,"Asked for Burger, no onion-Yup had onion."
22,P3gQXqXJPIrbDoGQCcqghQ,1,"Ordered a loaded bake potato-served french friesSmall item, asked for lemon with my water, no lemon ("
22,P3gQXqXJPIrbDoGQCcqghQ,1,no biggie).Just
22,P3gQXqXJPIrbDoGQCcqghQ,1,"because, I requested the one dollar for the ""loaded"" part of the baked potato to be removed."
22,P3gQXqXJPIrbDoGQCcqghQ,1, A manager was required to delete the dollar.
22,P3gQXqXJPIrbDoGQCcqghQ,1," He came over...so I showed him the Onion, Fries and water without."
22,P3gQXqXJPIrbDoGQCcqghQ,1, His reply was a judging laugh.
22,P3gQXqXJPIrbDoGQCcqghQ,1,Ruby Tuesday management-you have work to do.
22,P3gQXqXJPIrbDoGQCcqghQ,1,My suggestion-go to the Sheetz across the street!
23,nBUMyWkFdEVVdPH5tjGnRg,4,This is certainly one of the better BurgerPalace the salad bar was really well maintained with many choices that were fresh.
23,nBUMyWkFdEVVdPH5tjGnRg,4,We both had a steak special which was cooked correctly and had a nice flavor.
23,nBUMyWkFdEVVdPH5tjGnRg,4,Our server was outstanding.
24,wqDZMcThiwUrJCnIs3vYKg,4,Due to Covid 19 this location had just opened when we were there.
24,wqDZMcThiwUrJCnIs3vYKg,4,It was almost 2 hours to get seated and food.
24,wqDZMcThiwUrJCnIs3vYKg,4,That said they are trying so hard.
24,wqDZMcThiwUrJCnIs3vYKg,4,Be patient.
24,wqDZMcThiwUrJCnIs3vYKg,4,The staff was very friendly and tried hard to accommodate!
24,wqDZMcThiwUrJCnIs3vYKg,4,The manager was hustling and went to every table to see how they were.
24,wqDZMcThiwUrJCnIs3vYKg,4,"To me any negative comments would be due to circumstances beyond their control, so I have none."
25,Syo3joC0zQ94tazngZcCwg,4,We ordered Hickory Bourbon Salmon and it was very good and tender.
25,Syo3joC0zQ94tazngZcCwg,4,It was a pick up order and everything was according to our instructions.
26,No7RENe66pcXWKXdq4_R3A,3,The food was good but we ordered online and the website said it would be ready in 15 minutes and it was 45 minutes before we got it (we picked it ip).
26,No7RENe66pcXWKXdq4_R3A,3,"Also, the kids' meals come with a drink which the website makes you chose (it doesn't let you continue until you chose something) and we didn't get them."
27,LMXhzEWP3eqJVTqkzJtH9A,5,"I have gluten-intolerance, did not expect anything more than a salad when going there by myself due to a flight overnight delay."
27,LMXhzEWP3eqJVTqkzJtH9A,5,"It was a surprise that staff, Dana, has very good knowledge about gluten-intolerance."
27,LMXhzEWP3eqJVTqkzJtH9A,5,"She let me know that they have a gluten-free menu online, and sat down with me helped me craft a burger, no bun+garden salad."
27,LMXhzEWP3eqJVTqkzJtH9A,5,"On top of it, she made sure the burger would be grilled separately on new foil."
27,LMXhzEWP3eqJVTqkzJtH9A,5,This is the first safe burger after I went complete gluten-free.
27,LMXhzEWP3eqJVTqkzJtH9A,5,Of course I loved it!
27,LMXhzEWP3eqJVTqkzJtH9A,5,Really appreciate Dana and the chef's help :)
28,skzogvbpti5FSNsJ4Tanfg,4,"Food was good, waiter was friendly, everything came out at a decent time, only complaint was my burger was slightly undercooked for my liking, yet was still very tastyEdit: cookie skillet is the best dessert i have ever had"
29,vr-HDwRltiddgGf26djH7g,4,The hickory bourbon salmon is amazing and the service is top notch.
29,vr-HDwRltiddgGf26djH7g,4,Ask to sit in Thomas' section.
29,vr-HDwRltiddgGf26djH7g,4,He goes above and beyond.
30,3cauiAM4gWgdXb8lgVIkYw,5,Went for lunch with my daughter and grandson.
30,3cauiAM4gWgdXb8lgVIkYw,5,The food was great and wonderful server named Erin
31,EDv3EgkZN_pLNDMsw0_9kQ,2,Where do I begin?
31,EDv3EgkZN_pLNDMsw0_9kQ,2," It's a Saturday night, we walk into the restaurant and we aren't even acknowledged for about 4-5 minutes."
31,EDv3EgkZN_pLNDMsw0_9kQ,2, They were not busy at all surprisingly.
31,EDv3EgkZN_pLNDMsw0_9kQ,2," When we asked if we could have a table for two the person seating us said ""yeah"".  "
31,EDv3EgkZN_pLNDMsw0_9kQ,2,She then walks us to a dirty table (mind you there were tons of clean tables) that has one chair.
31,EDv3EgkZN_pLNDMsw0_9kQ,2," She says ""hold on while I get you a chair, oh and I'll have to wipe the table.""   We asked if we could just have one of the clean tables."
31,EDv3EgkZN_pLNDMsw0_9kQ,2, She seemed surprised but she did let of have a booth.
31,EDv3EgkZN_pLNDMsw0_9kQ,2, 
31,EDv3EgkZN_pLNDMsw0_9kQ,2,Mind you my girlfriend has to walk with a cane after a knee operation.
31,EDv3EgkZN_pLNDMsw0_9kQ,2, We finally get seated and the waitress passes us by about 7 times before coming to our table and asking if we were ready to order.
31,EDv3EgkZN_pLNDMsw0_9kQ,2, We were not offered drinks.
31,EDv3EgkZN_pLNDMsw0_9kQ,2, We order our food and drinks at the same time.
31,EDv3EgkZN_pLNDMsw0_9kQ,2, The waitress then says she will get our drinks right away.
31,EDv3EgkZN_pLNDMsw0_9kQ,2, She walks off.
31,EDv3EgkZN_pLNDMsw0_9kQ,2," About 10 minutes later, still no drinks."
31,EDv3EgkZN_pLNDMsw0_9kQ,2, So I walk over to where she is.
31,EDv3EgkZN_pLNDMsw0_9kQ,2, She is sitting at the table counting her tips.  I agin request our drinks.
31,EDv3EgkZN_pLNDMsw0_9kQ,2, She finally brings them over and starts talking about how they are short staffed.
31,EDv3EgkZN_pLNDMsw0_9kQ,2,(Isn't everyone these days?)
31,EDv3EgkZN_pLNDMsw0_9kQ,2,  I am not sure how that applies to her forgetting our drinks.
