review_id,review_sentences,entity,entity_type,predicted_sentiment
ygfz2VvkgvC9eYxst8hGig,"Our meal was so bland and forgettable I question where the wheels went off the tracks but they need to rethink, well, everything.",wheels,FOOD,negative
ygfz2VvkgvC9eYxst8hGig,"Our meal was so bland and forgettable I question where the wheels went off the tracks but they need to rethink, well, everything.",the tracks,FOOD,negative
ygfz2VvkgvC9eYxst8hGig,Seasonings would be a plus.,seasonings,FOOD,positive
ygfz2VvkgvC9eYxst8hGig,Seasonings would be a plus.,plus,FOOD,positive
ygfz2VvkgvC9eYxst8hGig,"This needs so much it will take big money time and a team of sincerely commited experts to focus on the entire concept of community involvement, promotion, building, planning, execution, hiring, training, and everything required to get a winning recipe.",entire concept,FOOD,positive
ygfz2VvkgvC9eYxst8hGig,"This needs so much it will take big money time and a team of sincerely commited experts to focus on the entire concept of community involvement, promotion, building, planning, execution, hiring, training, and everything required to get a winning recipe.",winning recipe,FOOD,positive
ygfz2VvkgvC9eYxst8hGig,They need to call Robert Irvine from the Food TV Network to revamp everything or something.,robert irvine,PERSON,negative
ygfz2VvkgvC9eYxst8hGig,They need to call Robert Irvine from the Food TV Network to revamp everything or something.,the food tv network,ORG,negative
ygfz2VvkgvC9eYxst8hGig,The place needs something more than just a signature salad to win as a restaurant.,a signature salad,FOOD,negative
ygfz2VvkgvC9eYxst8hGig,If the kitchen is not producing food of a high enough quality as prices are out of control people will not step up and open our wallets for mediocrity.,producing food,FOOD,negative
ygfz2VvkgvC9eYxst8hGig,If the kitchen is not producing food of a high enough quality as prices are out of control people will not step up and open our wallets for mediocrity.,people,SERVICE,negative
ygfz2VvkgvC9eYxst8hGig,If the kitchen is not producing food of a high enough quality as prices are out of control people will not step up and open our wallets for mediocrity.,open our wallets,FOOD,negative
ygfz2VvkgvC9eYxst8hGig, The next time I set foot in one the BurgerPalace they will need to have made some big changes.,one,CARDINAL,negative
ygfz2VvkgvC9eYxst8hGig, The next time I set foot in one the BurgerPalace they will need to have made some big changes.,burgerpalace,ORG,negative
ygfz2VvkgvC9eYxst8hGig,"Nothing personal more of a ""To my standards"" Issue.",""" issue",FOOD,negative
ygfz2VvkgvC9eYxst8hGig,"Prove me wrong you guys I want to see you do well I am rooting for you, but you have a mountain of challenge to overcome.",prove,FOOD,positive
ygfz2VvkgvC9eYxst8hGig,"Prove me wrong you guys I want to see you do well I am rooting for you, but you have a mountain of challenge to overcome.",rooting,FOOD,positive
ygfz2VvkgvC9eYxst8hGig,"I will be watching to see you make me eat my words by doing all the right things, however I will be watching from afar.",from afar,FOOD,positive
b3hU0QXM4DQ77LvJkm4H-g,"My signature salad at BurgerPalace Yummy, yummy, yum!I already placed my order for my meal and drink.",salad,FOOD,positive
b3hU0QXM4DQ77LvJkm4H-g,"My signature salad at BurgerPalace Yummy, yummy, yum!I already placed my order for my meal and drink.",burgerpalace yummy,ORG,positive
b3hU0QXM4DQ77LvJkm4H-g,"My signature salad at BurgerPalace Yummy, yummy, yum!I already placed my order for my meal and drink.",yummy,FOOD,positive
b3hU0QXM4DQ77LvJkm4H-g,"My signature salad at BurgerPalace Yummy, yummy, yum!I already placed my order for my meal and drink.",yum!i,FOOD,positive
b3hU0QXM4DQ77LvJkm4H-g,"My signature salad at BurgerPalace Yummy, yummy, yum!I already placed my order for my meal and drink.",order,SERVICE,positive
b3hU0QXM4DQ77LvJkm4H-g,"My signature salad at BurgerPalace Yummy, yummy, yum!I already placed my order for my meal and drink.",drink,FOOD,positive
b3hU0QXM4DQ77LvJkm4H-g,No drinking tonight.,drinking,FOOD,negative
b3hU0QXM4DQ77LvJkm4H-g,No drinking tonight.,tonight,TIME,negative
3QFvz5edaWmnbGwxyN6PNA,"Have been going here for years on a very, very occasional basis and it never totally sucked.",years,DATE,positive
3QFvz5edaWmnbGwxyN6PNA,"It had always been a mediocre experience in food quality and service, but it was convenient...this recent visit will most definitely be my last.",mediocre,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"It had always been a mediocre experience in food quality and service, but it was convenient...this recent visit will most definitely be my last.",experience,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,"It had always been a mediocre experience in food quality and service, but it was convenient...this recent visit will most definitely be my last.",service,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,First thing I noticed was the sticky table...then the sticky menus...then the sticky salt and pepper shakers...onto the ketchup bottle and beyond.,first,ORDINAL,negative
3QFvz5edaWmnbGwxyN6PNA,First thing I noticed was the sticky table...then the sticky menus...then the sticky salt and pepper shakers...onto the ketchup bottle and beyond.,table,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,First thing I noticed was the sticky table...then the sticky menus...then the sticky salt and pepper shakers...onto the ketchup bottle and beyond.,sticky menus,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,First thing I noticed was the sticky table...then the sticky menus...then the sticky salt and pepper shakers...onto the ketchup bottle and beyond.,sticky salt,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,First thing I noticed was the sticky table...then the sticky menus...then the sticky salt and pepper shakers...onto the ketchup bottle and beyond.,pepper shakers,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,First thing I noticed was the sticky table...then the sticky menus...then the sticky salt and pepper shakers...onto the ketchup bottle and beyond.,ketchup bottle,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"Against my better judgement, I ordered coffee.",ordered,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,"Against my better judgement, I ordered coffee.",coffee,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,Big mistake.,big mistake,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"It was coffee, I guess, but litereally tasteless.",litereally,ORG,negative
3QFvz5edaWmnbGwxyN6PNA,Then I ordered chicken tenders and CRISPY fries.,ordered,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,Then I ordered chicken tenders and CRISPY fries.,chicken tenders,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,Then I ordered chicken tenders and CRISPY fries.,crispy fries,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"If I order fries, I specifically order them well done because they are normally underdone no matter where you go and browning them negates some of the greasiness.",order,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,"If I order fries, I specifically order them well done because they are normally underdone no matter where you go and browning them negates some of the greasiness.",fries,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"If I order fries, I specifically order them well done because they are normally underdone no matter where you go and browning them negates some of the greasiness.",order,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,"If I order fries, I specifically order them well done because they are normally underdone no matter where you go and browning them negates some of the greasiness.",browning them negates,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"Obviously, the waitress (yes, I use gender specific labels...sue me.",waitress,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,"Obviously, the waitress (yes, I use gender specific labels...sue me.",labels...,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"I was a waitress for years and never took offense at being referred to as such) misunderstood my request and brought out a plate of rock-hard chicken tender-looking things with dried out, stringy white meat inside and a pile of underdone, whitish, mealy fries.",waitress,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,"I was a waitress for years and never took offense at being referred to as such) misunderstood my request and brought out a plate of rock-hard chicken tender-looking things with dried out, stringy white meat inside and a pile of underdone, whitish, mealy fries.",years,DATE,negative
3QFvz5edaWmnbGwxyN6PNA,"I was a waitress for years and never took offense at being referred to as such) misunderstood my request and brought out a plate of rock-hard chicken tender-looking things with dried out, stringy white meat inside and a pile of underdone, whitish, mealy fries.",being referred,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"I was a waitress for years and never took offense at being referred to as such) misunderstood my request and brought out a plate of rock-hard chicken tender-looking things with dried out, stringy white meat inside and a pile of underdone, whitish, mealy fries.",such) misunderstood,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"I was a waitress for years and never took offense at being referred to as such) misunderstood my request and brought out a plate of rock-hard chicken tender-looking things with dried out, stringy white meat inside and a pile of underdone, whitish, mealy fries.",white meat,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"I was a waitress for years and never took offense at being referred to as such) misunderstood my request and brought out a plate of rock-hard chicken tender-looking things with dried out, stringy white meat inside and a pile of underdone, whitish, mealy fries.",mealy fries,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,Even the GMO corn syrup-laden pseudo-ketchup didn't help.,gmo corn syrup,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,Even the GMO corn syrup-laden pseudo-ketchup didn't help.,laden pseudo-ketchup,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"The waitress was polite enough, but obviously over worked as she was serving at tables and behind the bar, then apparently forgot I was there and I had to stand up and leave the table to get her attention.",waitress,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,"The waitress was polite enough, but obviously over worked as she was serving at tables and behind the bar, then apparently forgot I was there and I had to stand up and leave the table to get her attention.",serving,FOOD,negative
3QFvz5edaWmnbGwxyN6PNA,"The waitress was polite enough, but obviously over worked as she was serving at tables and behind the bar, then apparently forgot I was there and I had to stand up and leave the table to get her attention.",table,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,"The ""hostess"" intervened and asked what I wanted.",hostess,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,I said all I want is the check and to leave.,check,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA,She obviously was having a bad day.,a bad day,DATE,negative
3QFvz5edaWmnbGwxyN6PNA,$15 to $20 for a plate of ...whatever...,$15 to $20,MONEY,negative
3QFvz5edaWmnbGwxyN6PNA,I expect a little better quality and service.,service,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA," That said, not a nice experience and not a clean environment.",experience,SERVICE,negative
3QFvz5edaWmnbGwxyN6PNA," That said, not a nice experience and not a clean environment.",clean,SERVICE,negative
P2vwgdFSB8EFUAOOBBj_dQ,I figured I would try BurgerPalace again since it's been quite a while since I went and got sick from their food.,burgerpalace,ORG,negative
P2vwgdFSB8EFUAOOBBj_dQ,Yesterday I ordered the salad bar and I loved it!,yesterday,DATE,positive
P2vwgdFSB8EFUAOOBBj_dQ,Yesterday I ordered the salad bar and I loved it!,ordered,SERVICE,positive
P2vwgdFSB8EFUAOOBBj_dQ,Yesterday I ordered the salad bar and I loved it!,salad bar,FOOD,positive
P2vwgdFSB8EFUAOOBBj_dQ,Our waitress was super nice too!!,waitress,SERVICE,positive
P2vwgdFSB8EFUAOOBBj_dQ,"The restaurant was clean, everything was fresh and my friend and I just had a nice experience.",clean,SERVICE,positive
P2vwgdFSB8EFUAOOBBj_dQ,"The restaurant was clean, everything was fresh and my friend and I just had a nice experience.",experience,SERVICE,positive
P2vwgdFSB8EFUAOOBBj_dQ,The bathroom was even clean which I was really surprised by!!,bathroom,SERVICE,positive
P2vwgdFSB8EFUAOOBBj_dQ,The bathroom was even clean which I was really surprised by!!,clean,SERVICE,positive
P2vwgdFSB8EFUAOOBBj_dQ,I will say the salad bar is definitely not worth $15 though.,salad bar,FOOD,negative
P2vwgdFSB8EFUAOOBBj_dQ,I will say the salad bar is definitely not worth $15 though.,15,MONEY,negative
P2vwgdFSB8EFUAOOBBj_dQ,"I suggest ordering a meal and adding the salad bar to it, and you can just take your meal home with you.",meal,FOOD,negative
P2vwgdFSB8EFUAOOBBj_dQ,"I suggest ordering a meal and adding the salad bar to it, and you can just take your meal home with you.",salad bar,FOOD,negative
a05LFqlf_hojMUVgwkg0GQ,It's getting horrible to find a nice decent Restaurant here in Middletown NY,restaurant,ORG,negative
a05LFqlf_hojMUVgwkg0GQ,It's getting horrible to find a nice decent Restaurant here in Middletown NY,middletown ny,GPE,negative
a05LFqlf_hojMUVgwkg0GQ,My oldest son wanted to know where I wanted To go for Mother's Day todayI told him BurgerPalace,burgerpalace,ORG,negative
a05LFqlf_hojMUVgwkg0GQ,It's all about what they offer & service !,service,SERVICE,negative
a05LFqlf_hojMUVgwkg0GQ,About 2-3 years ago they had this great Offer on this day The entire dinner & including desert For a low price !,about 2-3 years ago,DATE,positive
a05LFqlf_hojMUVgwkg0GQ,About 2-3 years ago they had this great Offer on this day The entire dinner & including desert For a low price !,great offer,FOOD,positive
a05LFqlf_hojMUVgwkg0GQ,About 2-3 years ago they had this great Offer on this day The entire dinner & including desert For a low price !,this day,DATE,positive
a05LFqlf_hojMUVgwkg0GQ, The girl got my drink order Wrong !  When she did finally come backTo check I told her !,drink,FOOD,negative
a05LFqlf_hojMUVgwkg0GQ, The girl got my drink order Wrong !  When she did finally come backTo check I told her !,order,SERVICE,negative
a05LFqlf_hojMUVgwkg0GQ, The girl got my drink order Wrong !  When she did finally come backTo check I told her !,come backto,FOOD,negative
a05LFqlf_hojMUVgwkg0GQ, The girl got my drink order Wrong !  When she did finally come backTo check I told her !,check,SERVICE,negative
a05LFqlf_hojMUVgwkg0GQ,They were putting dirty salad plates out On the salad bar !,dirty salad,FOOD,negative
a05LFqlf_hojMUVgwkg0GQ,Next year I try another place !,next year,DATE,positive
a05LFqlf_hojMUVgwkg0GQ,If not I'll cook at home !,cook,SERVICE,negative
a05LFqlf_hojMUVgwkg0GQ,I'll probably beBetter off !!!  ,probably bebetter,FOOD,positive
a05LFqlf_hojMUVgwkg0GQ,I left a tip -she didn't get what she was supposed To get !  ,tip -she,FOOD,negative
3h2L6uxUjK3sJr94B_-Scw,Service was less than good and the sandwiches we ordered came out warmish.,service,SERVICE,negative
3h2L6uxUjK3sJr94B_-Scw,Service was less than good and the sandwiches we ordered came out warmish.,sandwiches,FOOD,negative
3h2L6uxUjK3sJr94B_-Scw,Service was less than good and the sandwiches we ordered came out warmish.,ordered,SERVICE,negative
3h2L6uxUjK3sJr94B_-Scw,We wanted dessert but she just came out straight with the check without asking smh.,dessert,FOOD,negative
3h2L6uxUjK3sJr94B_-Scw,We wanted dessert but she just came out straight with the check without asking smh.,straight,FOOD,negative
3h2L6uxUjK3sJr94B_-Scw,We wanted dessert but she just came out straight with the check without asking smh.,check,SERVICE,negative
3h2L6uxUjK3sJr94B_-Scw,We wanted dessert but she just came out straight with the check without asking smh.,asking smh,FOOD,negative
3h2L6uxUjK3sJr94B_-Scw,Dont go here unless you're old af cause servers here apparently dont like customers that are under 30 years for whatever reason.,old af,FOOD,negative
3h2L6uxUjK3sJr94B_-Scw,Dont go here unless you're old af cause servers here apparently dont like customers that are under 30 years for whatever reason.,cause servers,FOOD,negative
3h2L6uxUjK3sJr94B_-Scw,Dont go here unless you're old af cause servers here apparently dont like customers that are under 30 years for whatever reason.,under 30 years,DATE,negative
3h2L6uxUjK3sJr94B_-Scw,The server's name was kristi by the way,kristi,FOOD,negative
_O-m9ZSxSLa5ze0ZG4IAjw,I have always liked eating at BurgerPalace but I was a bit disappointed w/the blackened fish sandwich.,burgerpalace,ORG,negative
_O-m9ZSxSLa5ze0ZG4IAjw,I have always liked eating at BurgerPalace but I was a bit disappointed w/the blackened fish sandwich.,blackened fish sandwich,FOOD,negative
_O-m9ZSxSLa5ze0ZG4IAjw,It tasted a bit on the frozen side.,frozen,FOOD,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five times incorrectly there's a problem.,order,SERVICE,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five times incorrectly there's a problem.,five,CARDINAL,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,order,SERVICE,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,five,CARDINAL,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,fries,FOOD,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,order,SERVICE,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,drinks,FOOD,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,13 minutes,TIME,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,lemonade,FOOD,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,seltzer,FOOD,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,diet coke,ORG,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,bill,SERVICE,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,waitress,SERVICE,negative
Mw0zi8GjswSQQsiI-m2bTQ,When your order comes out five time correctly and the fries are cold every time that's a problem when you order drinks and wait 13 minutes for a lemonade a seltzer and a Diet Coke and that's a problem when you try to pay for your bill but can't find your waitress for 10 minutes that's a problem.,10 minutes,TIME,negative
Mw0zi8GjswSQQsiI-m2bTQ,I was fortunate enough to meet the owner of this establishment a few years ago I don't think he owns it anymore because it has taken such a dive.,owner,SERVICE,negative
Mw0zi8GjswSQQsiI-m2bTQ,I was fortunate enough to meet the owner of this establishment a few years ago I don't think he owns it anymore because it has taken such a dive.,establishment,SERVICE,negative
Mw0zi8GjswSQQsiI-m2bTQ,I was fortunate enough to meet the owner of this establishment a few years ago I don't think he owns it anymore because it has taken such a dive.,a few years ago,DATE,negative
Mw0zi8GjswSQQsiI-m2bTQ,Everything was awful even the lemonade.,lemonade,FOOD,negative
Mw0zi8GjswSQQsiI-m2bTQ,No manager came over to apologize.,manager,SERVICE,negative
nZ2TxmQzbnutfEtMGx5UOA,I went in requestong a table for 2 and they told me they had stopped seating at 8:30 so I ordered to go food then while waiting for my food a family of 6 came in and they seated them immediately.,requestong,GPE,negative
nZ2TxmQzbnutfEtMGx5UOA,I went in requestong a table for 2 and they told me they had stopped seating at 8:30 so I ordered to go food then while waiting for my food a family of 6 came in and they seated them immediately.,table,SERVICE,negative
nZ2TxmQzbnutfEtMGx5UOA,I went in requestong a table for 2 and they told me they had stopped seating at 8:30 so I ordered to go food then while waiting for my food a family of 6 came in and they seated them immediately.,2,CARDINAL,negative
